resource_id;name;address;zip;Phone Number;url
1205;CVS Pharmacy;1550 Puente Ave;91706;(626) 814-1483;https://www.cvs.com/store-locator/baldwin-park-ca-pharmacies/1550-puente-avenue-baldwin-park-ca-91706/storeid=9673?WT.mc_id=LS_GOOGLE_FS_9673
1206;Unity Hall;15500 Seventh St;92395;(760) 955-5958;https://vvrescuemission.org/direct-assistance/
1207;Walgreens Pharmacy;15500 Washington Ave;94579;(510) 483-3917;https://www.walgreens.com/locator/walgreens-15500+washington+ave-san+leandro-ca-94579/id=2426
1208;Lord's Table - St. Joan of Arc Catholic Church;15512 6th St;92392;(760) 245-7674;http://frc.vesd.net/community_resources/emergency_food
1210;Samaritans Helping Hands;15527 8th St;92395;(760) 243-5933;http://frc.vesd.net/community_resources/emergency_food
1212;St. John of God Health Care Services - Outpatient Services;15534 6th St;92395;(760) 241-4917;http://www.stjoghcs.org/samaritan-helping-hand.html
1213;ChargeItSpot - Gap;1554 Redwood Hwy;94925;(800) 458-3833;https://chargeitspot.com/
1223;East Valley Community Health Center - Pomona Health Center;1555 S Garey Ave;91766;(909) 620-8088;https://www.evchc.org/
1225;Walmart Pharmacy;15555 Hesperian Blvd;94579;(510) 351-0132;https://www.walmart.com/store/5434-san-leandro-ca/pharmacy?&cn=Tracking_local_pack_1
1226;Victor Valley Rescue Mission;15572 7th St;92392;(760) 927-5141;https://vvrescuemission.org/thrift/
1227;Victor Valley Rescue Mission;15572 7th St;92395;(760) 955-5958;https://www.victorvilleca.gov/Home/Components/BusinessDirectory/BusinessDirectory/164/23?backlist=%2fservices%2fhomeless-outreach%2fhomelessness-solutions%2fhigh-desert-homeless-community-resources%2fshowers
1231;Workforce Enterprises;15636 Arrow Hwy;91706;(626) 337-0606;https://www.workforceenterprises.net/
1232;Amar Healing and Recovery Center;1564 Bush St;94109;(833) 467-2627;https://www.amartreatment.com/
1233;Los Angeles County Department of Public Health: Facilities Inspection Division;15643 Sherman Way;91406;(818) 901-4375;http://publichealth.lacounty.gov/hfd/howto.htm
1234;Priority Workforce - Irwindale;15648 Arrow Hwy;91706;(626) 869-0520;https://priorityworkforce.com/
1235;Silicon Valley Safe Parking Program - San Jose;1567 Alta Glen Dr;95125;(650) 779-4635;http://dignityonwheels.org/
1240;San Bernardino Workforce Development;157 W Fifth St;92415;(909) 387-8304;https://wp.sbcounty.gov/workforce/
1241;First Rescue Ambulance, Inc;15705 Arrow Hwy;91706;(626) 338-2273;http://www.firstrescueambulance.com/
1246;Sierra Hematology & Oncology - Folsom Location;1580 Creekside Dr;95630;(916) 984-6230;http://www.sierrahemonc.com/
1248;Life Community Development;15815 Horizon Way;92301;(760) 246-0691;https://lifecommunitydevelopment.org/grant-per-diem
1249;CitiStaff Solutions, Inc;15855 Edna Pl;91706;(626) 960-1270;https://citistaffsolutions.com/
1251;CVS Pharmacy - Store # 2290;1587 W El Camino Ave;95833;(916) 568-1667;https://www.cvs.com/store-locator/cvs-pharmacy-address/1587+West+El+Camino+Avenue-Sacramento-CA-95833/storeid=2290?WT.mc_id=LS_GOOGLE_FS_2290
1256;La Puente Library;15920 Central Ave;91744;(626) 968-4613;https://lacountylibrary.org
1257;Tri City Rx Pharmacy, Inc;15940 Quantico Rd;92307;(760) 946-1414;https://www.google.com/maps/place/Tri+City+Rx+Pharmacy,+Inc./@37.5714432,-121.9821568,32974a,13.1y,90t/data=!3m8!1e2!3m6!1sAF1QipPzGkwNmdETNjC0NKHMbK9ED7TO3fmzq__FU_zd!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPzGkwNmdETNjC0NKHMbK9ED7TO3fmzq__FU_zd%3Dw114-h86-k-no!7i4032!8i3024!4m8!1m2!2m1!1spharmacy+near+apple+valley+california+92307!3m4!1s0x80c36503eb6a3c9b:0xa004f1e38fea3ab9!8m2!3d34.5408764!4d-117.2708724
1261;Marin AIDS Project/Spahr Center - Syringe Access Site - Ritter Center;16 Ritter Ave;94901;(415) 886-8556;https://thespahrcenter.org/syringe-access/
1262;Ritter Center;16 Ritter St;94901;(415) 457-8182;https://rittercenter.org/our-programs/health-center/
1265;Ritter Center;16 Ritter St;94912;(415) 457-8182;https://rittercenter.org/our-programs/day-services/
1269;La Puente Valley Community Mental Health Center;160 S 7th Ave;91746;(626) 961-8971;http://www.ehrs.com/
1270;Capitol Endocrinology, Inc;1600 Creekside Dr;95630;(530) 677-0700;https://www.capitolendo.com/, https://www.dignityhealth.org/ourdoctors/1902878978-Jaiwant-Rangi
1271;Kaiser Permanente - Women's Health;1600 Eureka Rd;95661;(916) 784-4148;https://mydoctor.kaiserpermanente.org/ncal/providers/andrewwalter
1272;Kaiser Permanente - Pediatric Specialty Clinic;1600 Eureka Rd;95661;(916) 474-2250;https://thrive.kaiserpermanente.org/care-near-you/northern-california/northvalley/departments/pediatric-specialties/
1273;Kaiser Permanente - Pulmonary Medicine;1600 Eureka Rd;95661;(916) 784-5375;https://thrive.kaiserpermanente.org/care-near-you/northern-california/northvalley/departments/pulmonary-medicine/
1274;Kaiser Permanente - Wound and Ostomy Clinic;1600 Eureka Rd;95661;(916) 784-4000;https://thrive.kaiserpermanente.org/
1275;Kaiser Permanente - Head and Neck Surgery Department;1600 Eureka Rd;95661;(916) 784-5880;https://thrive.kaiserpermanente.org/care-near-you/northern-california/northvalley/departments/head-and-neck-surgery/
1276;Kaiser Permanente - Roseville Medical Center;1600 Eureka Rd;95661;(916) 784-4000;https://mydoctor.kaiserpermanente.org/ncal/get-care/
1289;Arrow Staffing;1600 S Grove Ave;91761;(909) 786-4321;https://www.arrowstaffing.com/
1290;Dress for Success;1600 Sacramento Inn Way;95815;(916) 243-1282;https://sacramento.dressforsuccess.org/
1291;Berkeley Food Pantry;1600 Sacramento St;94702;(510) 525-2280;https://www.foodpantries.org
1294;Victor Valley Family Resource Center;16000 Yucca St;92345;(760) 669-0300;http://frc.vesd.net/community_resources/homeless_and_housing_services
1295;Center Point - Medical Clinic;1601 2nd St;94901;(415) 473-INFO;www.cpinc.org
1296;The Shower of Hope - Whittier Narrows;1601 N Rosemead Blvd;91733;;https://theshowerofhope.org/resources/
1297;Center Point - Intensive Outpatient Program;1601 Second St;94901;(415) 456-6655;http://www.cpinc.org/index.php?option=com_content&view=article&id=26&Itemid=140
1298;ShuttleMED, Inc;1601 Sinclair St;92806;(714) 939-7849;http://www.shuttlemed.com/home.html
1299;West Covina Library;1601 W Covina Pkwy;91790;(626) 962-3541;https://lacountylibrary.org/west-covina-library/
1300;Southwest Community Center;1601 W Second St;92703;(714) 547-4073;https://www.capoc.org/wp-content/uploads/2021/04/SWCC-Flyer-4.8.21-v2.pdf
1301;John Muir Medical Center - Walnut Creek Campus;1601 Ygnacio Valley Rd;94598;(925) 939-3000;https://harmreduction.org/our-work/action/california/
1302;Kamran Staffing, Inc;16020 Amar Rd;91744;(626) 968-8400;http://kamranstaffing.com/office-locations/city-of-industry/?utm_source=google_GMB&utm_medium=GMB_profile_page&utm_campaign=GMB_profile_info
1305;Sacramento Oral Surgery - Roseville;1603 Eureka Rd;95661;(916) 782-6868;https://www.sacramentooralsurgery.com/practices/sacramento-oral-surgery-roseville/
1310;Apple Valley Catholic Charities;16051 Kasota Rd;92307;(760) 242-2311;https://www.shelterlist.com/zip.php?zip=92307&submit=Search
1313;Seventh Day Adventist;16070 Lorene Dr;92395;(760) 245-3620;http://frc.vesd.net/community_resources/emergency_food
1316;Office of Jeff DiMariano, DDS;1610 Arden Way;95815;(916) 239-7831;https://www.mysacramentodentist.com/?utm_source=gmb_auth
1326;Unicare Community Health Center;16127 Foothill Blvd;92335;(909) 347-0700;https://unicarechc.org
1328;Corestaff Services;16133 Ventura Blvd;91436;(818) 906-0810;https://www.corestaff.com/
1339;Priority Rounds Transportation;16155 Sierra Lakes Pkwy;92336;;https://priorityroundstransport.com/
1343;La Vida Counseling Center;162 N Glassell St;92866;(714) 883-9156;https://www.lavidacounselingcenter.com/
1344;Aspiranet;1620 Cummins Dr;95358;(209) 576-1750;https://www.aspiranet.org/
1349;Hoag Addiction Treatment Center - Irvine;16200 Sand Canyon Ave;92618;(888) 491-7124;https://www.hoagaddictiontreatment.com/
1350;Walgreens Pharmacy;16201 Harbor Blvd;92708;(714) 839-3496;https://www.walgreens.com/findcare/services?ext=gmb
1351;Laboror Finders Vallejo;1621 Tennessee St;94590;(707) 559-8686;https://www.laborfinders.com
1356;Delhi Health Center;16233 King St;95315;(833) 850-3500;https://www.visitlch.org/
1357;California Association of Food Banks;1624 Franklin St;94612;(510) 272-4435;https://www.cafoodbanks.org
1358;Mid Valley Regional Library;16244 Nordhoff St;91343;(818) 895-3650;http://www.lapl.org/branches/mid-valley
1359;High Desert - Child, Adolescent & Family Services Center, Inc;16248 Victor St;92395;;http://www.highdesertcenterinc.com/#substance_alcohol
1361;Hollywood Syringe Exchange Program;1625 Schrader Blvd;90028;(323) 993-7500;http://chpla.org/schedule
1362;Sutter Sacramento Medical Plaza - Pediatric Gastroenterology;1625 Stockton Blvd;95816;(916) 887-4780;https://www.sutterhealth.org/find-doctor/dr-johann-m-peterson
1365;Inland Psychiatric Medical Group;16279 Walnut St;92345;(760) 947-0070;https://www.inlandpsych.com/
1366;MedMark Treatment Centers - Vallejo;1628 Broadway St;94590;(707) 649-8300;https://medmark.com/medmark-treatment-centers-vallejo/
1368;Fulton Family Dental;1630 Fulton Ave;95825;(916) 929-3737;http://www.fultonfamilydental.com/
1370;Paloma Medical Group;16305 Sand Canyon Ave;92618;(949) 443-4303;https://www.palomaMedi-Cal.com/contact-us
1371;Hematology and Oncology Associates of Northern California - Folsom Location;1631 Creekside Dr;95630;(916) 250-0377;https://hoaonc.com/
1373;Center for Individual & Family Therapy;1633 E 4th St;92701;(714) 558-9266;https://ciftcounseling.com/
1379;Sutter Imaging Roseville Parkway;1640 E Roseville Pkwy;95661;(916) 784-2277;https://www.sutterhealth.org/find-location/facility/sutter-imaging-roseville-parkway
1384;Empire Behavioral Health;16465 Sierra Lakes Pkwy;92336;(909) 725-4742;https://empirebhservices.com/contact-us/
1388;GRIP Family Housing Program;165 22nd St;94801;(510) 233-2141;https://gripcares.org/front-page/services/
1389;GRIP Family Housing Program - Richmond, CA - Family Shelter;165 22nd St;94801;(510) 233-2141;https://gripcares.org/front-page/services/
1390;GRIP Family Housing Program - Richmond, CA - Family Shelter;165 22nd St;94801;(510) 233-2141;https://gripcares.org/front-page/services/
1391;Greater Richmond Interfaith Program;165 22nd St;94801;(510) 233-2141;https://gripcares.org/front-page/services/
1395;Marin Advanced Wound Care Clinic;165 Rowland Way;94945;(415) 449-8580;https://marinawc.com/
1399;Mercy Medical Group - Folsom Prairie City Rd Location;1650 Creekside Dr;95630;(916) 986-4426;https://www.dignityhealth.org/ourdoctors/1124125208-Michael-Barger
1400;Wellness Podiatry - Roseville Location;1650 Lead Hill Blvd;95661;(916) 306-7610;https://www.wellnesspodiatry.com/
1402;Kaiser Permanente - Sacramento Medical Center;1650 Response Rd;95815;(916) 614-4015;https://mydoctor.kaiserpermanente.org/ncal/providers/wmcclanahan#tab%7C3%7C%7COffices%20&%20Directions%7C/ncal/provider/wmcclanahan/offices/?ctab=Offices+%2526+Directions&to=2
1403;Dr. Kenneth Etefia, MD;1650 S Amphlett Blvd;94402;(650) 206-8932;https://www.drughelpcenters.com/physician/kenneth-etefia
1407;Life Skills Awareness;16501 Walnut St;92345;(760) 949-1200;https://www.lifeskillsawareness.org/
1412;d'Amore Healthcare;16541 Gothard St;92647;(714) 375-1110;https://damorementalhealth.com
1413;Desert Hill Center Crisis Residential Treatment;16552 Sunhill Dr;92395;(760) 780-4400;https://www.starsinc.com/valley-star-behavioral-health/desert-hill-crt/
1417;LaborMax Staffing - San Jose - San Gabriel Temporary Staffing Services, LLC;1659 Branham Ln;95118;(408) 264-2000;https://www.labormax.net/
1418;Pathway Society, Inc;1659 Scott Blvd;95050;(408) 244-1834;http://pathwaysociety.org/
1426;Woodcrest Library;16625 Krameria Ave;92504;(951) 789-7324;https://www.capriverside.org/Portals/2/PDF/Cool/Sept2021/2021_Cool_Center_Directory.pdf?ver=2021-09-09-105139-163&timestamp=1631209902511
1429;Restoration Center - 7th Day Adventist Church;16673 Avalon Ave;92395;(760) 243-2525;http://frc.vesd.net/community_resources/emergency_food
1430;Labor Finders San Leandro;1670 Alvaradi St;94577;(510) 678-3461;https://laborfinders.com
1440;California Medical Center;16701 Valley Blvd;92335;(909) 434-4755;https://www.scvmc.org
1441;Fontana Community Senior Center;16710 Ceres Ave;92335;(909) 854-5151;https://www.fontana.org/384/Fontana-Community-Senior-Center
1451;Sutter Imaging Vascular & Varicose Vein Center;1680 E Roseville Pkwy;95661;(916) 783-8114;https://www.sutterhealth.org/find-location/facility/sutter-imaging-vascular-varicose-vein-center
1452;Retinal Consultants;1680 E Roseville Pkwy;95661;(916) 774-0100;https://retinalmd.com/
1453;Food Warehouse;16815 Spring St;92335;(909) 803-1059;https://wateroflifecc.org/food-warehouse/
1455;New Day Counseling;16823 Arrow Blvd;92335;(909) 355-3888;https://www.newdaycenters.org/
1459;Oakland Public Library - Montclair Branch;1687 Mountain Blvd;94611;(510) 482-7810;http://www.oaklandlibrary.org/
1461;Set Free Christian Fellowship;16949 S D St;92395;(760) 241-9428;http://frc.vesd.net/community_resources/emergency_food
1462;Mobility Express Medical Transportation;1695 Abram Ct;94577;(209) 565-0148;http://www.mobextransport.com/
1463;Mobility Express Medical Transportation;1695 Abram Ct;94577;(510) 940-3064;http://www.mobextransport.com/
1464;CVS;16975 Bear Valley Rd;92345;(760) 947-7043;https://www.cvs.com/store-locator/cvs-pharmacy-address/16975+Bear+Valley+Rd-Hesperia-CA-92345/storeid=9644?WT.mc_id=LS_GOOGLE_FS_9644
1467;Magnolia Women's Recovery;17 Embarcadero Cv;94606;(510) 535-1344;https://magnoliarecovery.org
1468;Magnolia Women's Recovery;17 Embarcadero Cv;94606;(510) 535-1344;http://www.magnoliarecovery.org/contact.html
1472;CVS Pharmacy;1700 Mchenry Ave;95350;(209) 529-4813;https://www.cvs.com/
1473;Center for Human Services;1700 Mchenry Ave;95350;(209) 527-3270;https://www.centerforhumanservices.org/
1474;Sierra Vista Child & Family Services - First Step Perinatal Substance Abuse Program;1700 Mchenry Village Way;95350;(209) 527-3270;https://www.sierravistacares.org/
1475;Foundations San Francisco;1700 Montgomery St;94111;(415) 917-2392;https://www.foundationsrecoverynetwork.com/locations/foundations-san-francisco/
1476;Bay Area Rapid Transit;1700 Nevin Ave;94801;(510) 464-6000;http://www.ci.richmond.ca.us/3120/Bay-Area-Rapid-Transit-BART
1477;Richmond AMTRAK;1700 Nevin Ave;94801;(800) USA-RAIL;http://www.ci.richmond.ca.us/3121/Richmond-AMTRAK
1478;AC Transit;1700 Nevin Ave;94801;(510) 464-7133;http://www.ci.richmond.ca.us/3122/AC-Transit
1480;RockyRidge Family Dental;1700 Rocky Ridge Dr;95661;(916) 782-6001;https://dentalrockyridge.com/
1486;LavaMae;1701 Monarch St;94501;(415) 872-6950;https://lavamaex.org/
1487;BAART Programs - Boyle Heights;1701 Zonal Ave;90033;(323) 577-7156;https://baartprograms.com/baart-boyle-heights/
1488;BAART Programs - Sun Valley;1701 Zonal Ave;90033;(323) 843-9013;https://baartprograms.com/
1489;Walgreens Pharmacy;17010 Chatsworth St;91344;(818) 360-0871;https://www.walgreens.com/findcare/services?ext=gmb
1493;First Aid Transportation, LLC;1709 International Blvd;94606;(510) 479-7328;https://www.facebook.com/pages/category/Medi-Cal---Health/First-Aid-Transportation-100400064843704/
1495;Westside Food Bank;1710 22nd St;90404;(310) 828-6016;https://www.wsfb.org/
1506;F.I.S.H. of Santa Rosa;1710 Sebastopol Rd;95402;(707) 527-5151;https://fish-of-santa-rosa.org/
1507;Baldwin Park Counseling Center;1710 W Cameron Ave;91790;(626) 917-2120;https://baldwinparkcounseling.com/
1510;The Shower of Hope - Hollywood Adventist Church;1711 N Van Ness Ave;90028;;http://theshowerofhope.org/resources/
1513;Elisha's Pantry - Christ Church United Methodist;1717 Yulupa Ave;95405;(707) 542-2569;http://www.srchristchurch.org/
1516;Bay Area Community Resources General Outpatient - Family Connections;172 Carlos Dr;94903;(415) 755-2335;https://www.rehab.com/bay-area-community-services-family-connections-san-rafael
1520;Career Options;1720 W Cameron Ave;91790;(213) 389-0900;http://careeroptionsinc.com/
1523;ReNew Stores;1725 Santa Clara Dr;95661;(916) 788-0275;http://acresofhoperenewstores.org/
1548;Walgreens Pharmacy;1726 Superior Ave;92627;(949) 629-9714;https://www.walgreens.com/findcare/services?ext=gmb
1551;Woodcrest Residential Treatment for Men;17270 Roosevelt St;92508;(951) 780-2541;https://www.mfirecovery.com/contents/office-galleries/residential/woodcrest
1552;Emmanuel Temple;17288 Stoddard Wells Rd;92394;(760) 245-4973;http://frc.vesd.net/community_resources/emergency_food
1556;Vocational Improvement;17292 Eucalyptus St;92345;(760) 948-1312;https://www.vipsolutions.com/
1557;Mercy Medical Group - Folsom Prairie City Rd Location;1730 Prairie City Rd;95630;(916) 735-4366;https://www.dignityhealth.org/ourdoctors/1366554933-Dennis-Liu
1560;High Desert - America's Job Center of California;17310 Bear Valley Rd;92395;(760) 552-6550;https://wp.sbcounty.gov/workforce/event/hiring-event-high-desert-americas-job-center-of-california-3/
1561;Kingsley Dental Group;1733 Professional Dr;95825;(916) 972-0788;http://kingsleydds.com/
1566;Chartwell Staffing Solutions;1739 First St;94559;(707) 253-8200;https://chartwellstaff.com/napa-ca-staffing-agency/
1567;Covina Pharmacy;174 W Badillo St;91723;(626) 915-6615;https://www.iepharmacy.com/pharmacy-locations/covina-pharmacy
1569;310 Recovery, Inc;1741 Hauser Blvd;90019;(888) 346-4350;https://310recovery.com/
1581;Elica Health Centers - Arden Arcade;1750 Wright St;95825;(916) 454-2345;https://www.elicahealth.org/arden-arcade/
1582;Food Distribution Center - Old Presbyterian Church - Interfaith Food Pantry;1751 Sacramento St;94109;(415) 776-5552;http://www.oldfirst.org/pantry.html
1583;Inland Valley Hope;1753 N Park Ave;91768;(909) 622-3806;https://www.inlandvalleyhopepartners.org/Program-Services/Food-Security-Program.asp
1584;Swapping Mamas;17537 Montezuma St;92301;(760) 508-5960;http://frc.vesd.net/community_resources/clothing
1587;Union Station Homeless Services - Family Solution Centers;1755 E Huntington Dr;91010;(626) 240-4550;https://unionstationhs.org/?post_type=programs&p=2726
1588;Safe & Sound TALK Line;1757 Waller St;94117;(415) 441-5437;https://safeandsound.org/
1589;The Shower of Hope - First Presbyterian Chruch of Hollywood;1760 N Gower St;90028;(951) 677-4964;https://theshowerofhope.org/resources/
1591;CVS Pharmacy;17625 Harvard Ave;92614;(949) 261-5690;https://www.cvs.com/minuteclinic/virtual-care/telehealth-options?WT.mc_id=LS_CVSRX_GOOGLE_16064_get_online_care_button
1594;Aegis Treatment Centers;1768 Mitchell Rd;95307;(209) 239-9606;https://pinnacletreatment.com/
1596;Express Employment Professionals;177 Butcher Rd;95687;(707) 446-2150;https://www.expresspros.com/vacavilleca/?utm_source=gmb&utm_medium=organic&utm_campaign=Qiigo
1597;Rio Hondo Community Mental Health Center;17707 S Studebaker Rd;90703;(562) 402-0688;https://locator.lacounty.gov/health/Location/3180940/rio-hondo-community-mental-health-center
1598;CVS Pharmacy - Store #5091 - Pleasant Grove Blvd Location;1771 Pleasant Grove Blvd;95747;(916) 772-2239;https://www.cvs.com/store-locator/cvs-pharmacy-address/1771+Pleasant+Grove+Boulevard-Roseville-CA-95747/storeid=5091?WT.mc_id=LS_GOOGLE_FS_5091
1600;First Christian Church;17746 George Blvd;92394;(760) 246-4100;http://frc.vesd.net/community_resources/emergency_food
1606;Harmonic Solutions;1776 Ygnacio Valley Rd;94598;(925) 278-1792;https://harmonic-solutions-llc.business.site/?utm_source=gmb&utm_medium=referral
1613;Fresenius Kidney Care - Harding Roseville;1781 Santa Clara Dr;95661;(916) 746-0071;https://www.freseniuskidneycare.com/dialysis-centers/california/7164
1614;HomeAid Orange County;17821 17th St;92780;(949) 220-1136;http://www.homeaidoc.org/
1615;East Valley Community Health Center - Villacorta School-Based Clinic;17840 Villa Corta St;91744;(626) 919-4333;https://www.evchc.org/
1623;Food Distribution Center - Radiant Health Centers;17982 Sky Park Cir;92614;(949) 809-8769;https://www.radianthealthcenters.org/social-services#food-pantry
1626;Harm Reduction Therapy Center;18 E Blithedale Ave;94941;(415) 863-4282;https://harmreductiontherapy.org/
1627;ChargeItSpot - Target;180 Donahue St;94965;(800) 458-3833;https://chargeitspot.com/
1628;Ujima East Day Treatment Program;180 E Leland Rd;94565;(925) 427-9100;http://www.ujimafamily.org/
1634;The North Face;180 Post St;94108;;https://chargeitspot.com/
1635;Aloha Non Emergency Medical Transport - The Promenade;180 Promenade Cir;95834;(916) 500-2581;https://alohanemt.com/#0677ec92-0d5c-48c3-856a-f666c4cc726f
1636;River City Food Bank - Midtown Location;1800 28th St;95816;(916) 446-2627;https://rivercityfoodbank.org/
1646;Oakland Public Library - West Oakland Branch;1801 Adeline St;94607;(510) 238-7352;http://oaklandlibrary.org/locations/west-oakland-branch
1648;Craftsman Dental Care;1801 Professional Dr;95825;(916) 974-1160;https://www.craftsmandentalcare.com/
1658;CVS Pharmacy;1803 S Harbor Blvd;92802;(714) 817-9116;https://www.cvs.com/minuteclinic/virtual-care/telehealth-options?WT.mc_id=LS_CVSRX_GOOGLE_16064_get_online_care_button
1659;Midtown Modern Dental Group;1804 19th St;95811;(916) 246-0889;https://www.midtownmoderndentalgroup.com/
1661;Wellness Transit;1807 W Katella Ave;92804;(760) 808-9863;https://lacountylibrary.org/angelo-m-iacoboni-library/
1662;Community Health Center - Apple Valley - St. Mary Medical Center;18077 Outer Hwy 18 South;92307;(760) 946-8169;https://www.providence.org/locations/st-mary-medical-center/community-health-center-apple-valley?y_source=1_MTQyMjc1NzgtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl#llaid=2391
1663;Bridges Family Resource Center;18077 Outer Hwy 18 South;92307;(760) 946-4241;https://www.providence.org/locations/st-mary-medical-center/bridges-family-resource-center
1664;ACT - Family Counseling;18077 Outer Hwy 18 South;92308;(760) 503-9081;https://actfamilycounseling.com/index.php/apple-valley/
1668;Silicon Valley Ambulance;181 Martinvale Ln;95119;(408) 778-4911;https://www.sva-ems.com/
1670;Human Services Department;1811 W Lugonia Ave;92373;(877) 410-8829;https://wp.sbcounty.gov/hs/
1671;American Cancer Society Discovery Shops;1813 Douglas Blvd;95661;(916) 786-7773;https://www.cancer.org/involved/donate/more-ways-to-give/discovery-shops-national/california-discovery-shops/roseville.html
1685;Corona Wound Center;1820 Fullerton Ave;92881;(951) 371-4400;https://www.coronawoundcenter.com
1687;Clinica Tepati;1820 J St;95811;(916) 209-0912;https://clinicatepati.com/
1688;WellSpace Health - J Street Community Health Center;1820 J St;95811;(916) 737-5555;https://www.wellspacehealth.org/location/j-street-community-health-center
1692;Star Staffing;1822 Jefferson St;94559;(707) 204-3562;https://www.starhr.com/locations/napa/
1693;Star Recovery Center;1822 S Bayless St;92802;(855) 205-4380;https://starrecoverycenter.com/
1694;Aegis Treatment Centers;1825 E Thelborn St;91791;(626) 915-3844;https://pinnacletreatment.com/
1696;One Generation Disability Transport;18255 Victory Blvd;91335;(818) 705-2345;https://www.onegeneration.org/transportation-services/
1699;Wilmarth Eye;1830 Sierra Gardens Dr;95661;(916) 507-1707;https://wilmartheye.com/
1700;Dr. Ali Ebrahim;18300 US Hwy 18;92307;(760) 946-8150;https://health.usnews.com/doctors/ali-ebrahim-401324
1701;St. Mary Health Centers Mobile Clinics;18300 US Hwy 18;92307;(760) 946-4240;http://www.stjudenhc.com/about-our-services.html
1702;Arden Dental Care;1832 Avondale Ave;95825;(916) 481-2001;https://www.ardendentalcare.com/
1704;Options Recovery Services;1835 Allston Way;94703;(510) 666-9552;https://optionsrecoveryservices.com/
1707;Golden Gate Pharmacy;1836 Noriega St;94122;(415) 661-0790;http://goldengatepharmacy.com/
1708;DaVita Dialysis Center;1836 Sierra Gardens Dr;95661;(916) 772-0306;https://www.davita.com/locations/ca/roseville/1836-sierra-gardens-dr--5019
1710;Food Distribution Center - Our Lady of the Desert Church Pantry;18386 Corwin Rd;92307;(760) 242-4427;http://frc.vesd.net/community_resources/emergency_food
1712;Aegis Treatment Centers;1839 S El Dorado St;95206;(209) 239-9603;https://pinnacletreatment.com/
1713;LifeMoves - Villa;184 S 11th St;95112;(408) 271-0685;https://www.lifemoves.org/
1714;Building Futures;1840 Fairway Dr;94577;(510) 357-0205;https://bfwc.org/
1718;Tarzana Wound Care Center;18411 Clark St;91356;(818) 757-8839;https://www.providence.org/locations/tarzana-Medi-Cal-center/wound-care-center?y_source=1_OTU3NTk5OS03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU=#tabcontent-1-pane-2
1721;Walgreens Pharmacy;18430 Sherman Way;91335;(818) 343-4513;https://www.walgreens.com/findcare/services?ext=gmb
1724;PrideStaff;1850 Douglas Blvd;95661;(916) 757-6100;www.pridestaff.com
1728;Safeway Pharmacy - Praire City Road Location;1850 Prairie City Rd;95630;(916) 608-2455;https://local.pharmacy.safeway.com/ca/folsom/1850-prairie-city-rd.html
1731;Walgreens Pharmacy;18515 Devonshire St;91324;(818) 363-1067;https://www.walgreens.com/findcare/services?ext=gmb
1732;WeHope;1854 Bay Rd;94303;(650) 330-8000;https://www.wehope.org/
1737;Broadway Treatment Center;18582 Beach Blvd;92648;(714) 443-8218;https://broadwaytreatmentcenter.com/
1739;Partners Personnel;1860 Chicago Ave;92507;(951) 530-8580;https://www.partnerspersonnel.com/pj_locations/riverside/
1740;LINX Pharmacy;1860 Mowry Ave;94538;(510) 509-2123;https://www.rxspark.com/pharmacy-listings/lirx-1860-mowry-ave-ste-102-fremont-ca-94538-1730
1741;Bay Area Community Health - Mowry III Health Clinic;1860 Mowry Ave;94538;(510) 770-8040;https://bach.health/
1743;Cedar House Life Change Center;18612 Santa Ana Ave;92316;(909) 421-7120;https://cedarhouse.org/
1744;The Church for Whosoever;18628 Seneca Rd;92307;(760) 242-3191;http://www.tcfw.org/Ministries.html
1747;ChargeItSpot - Nordstrom;1870 Redwood Hwy;94925;(800) 458-3833;https://chargeitspot.com/
1760;Canyon Country Community Center;18792 Flying Tiger Dr;91387;(661) 290-2266;https://www.santa-clarita.com/city-hall/departments/recreation-community-services-and-Open-space/recreation/canyon-country-community-center
1761;PEAK Technical Staffing USA;1885 De La Cruz Blvd;95050;(855) 650-7325;https://www.peaktechnical.com/locations/engineering-santa-clara/
1764;Trinity Center;1888 Trinity Ave;94596;(925) 949-8712;https://trinitycenterwc.org/
1771;GKS Family Dentistry;1895 E Roseville Pkwy;95661;(916) 507-0749;https://www.gksfamilydental.com/?utm_source=gmb&utm_medium=organic
1772;Roseville Oaks - Outpatient Behavioral Center;1899 E Roseville Pkwy;95611;(916) 480-5101;https://theoaksoutpatient.com/
1777;Mill Street Center - Shelter for Adults;190 Mill St;94901;(415) 457-9651;https://hbofm.org/about-homeward-bound-of-marin/homeless-families/
1778;Ritter Center;190 Mill St;94901;(415) 457-8182;https://rittercenter.org/
1779;Homeward Bound of Marin - Mill Street Center - Shelter for Adults;190 Mill St;94901;(415) 457-9651;https://hbofm.org/help/
1780;Resilient Children Behavioral Health Center;190 N Wiget Ln;94598;(707) 368-1090;https://resilientchildrenbh.com
1781;Fun N Go - Non Medical Transport;1900 Camden Ave;95124;(844) 238-6646;https://www.funandgotransport.com/
1786;Walgreens Pharmacy;19001 Brookhurst St;92646;(714) 593-1352;https://www.walgreens.com/findcare/services?ext=gmb
